BestSquatKg,BestBenchKg,BodyweightKg,Sex,Equipment,BestDeadliftKg
140.0,100.0,77.7,M,Raw,220.0
102.06,49.9,54.16,F,Wraps,131.54
149.69,95.25,91.63,M,Single-ply,158.76
87.5,82.5,82.1,M,Raw,115.0
175.0,120.0,66.7,M,Wraps,205.0
154.22,90.72,78.2,M,Single-ply,158.76
129.3,61.2,47.04,F,Single-ply,122.5
315.0,200.0,119.85,M,Raw,320.0
90.72,58.97,66.22,F,Raw,97.52
180.0,107.5,79.83,M,Raw,207.5
244.94,176.9,120.02,M,Single-ply,258.55
162.5,115.0,73.6,M,Single-ply,175.0
250.0,160.0,96.65,M,Wraps,250.0
105.0,100.0,64.15,M,Raw,150.0
197.5,127.5,103.38,M,Raw,237.5
230.0,142.5,89.9,M,Single-ply,240.0
136.08,68.04,69.13,M,Single-ply,142.88
305.0,195.0,144.9,M,Single-ply,320.0
92.5,60.0,56.4,F,Raw,150.0
179.17,88.45,92.99,M,Single-ply,172.37
70.0,40.0,52.4,F,Single-ply,102.5
161.03,90.72,72.57,M,Single-ply,154.22
155.0,97.5,80.3,M,Raw,202.5
55.0,40.0,62.8,F,Raw,102.5
222.5,150.0,88.5,M,Raw,240.0
142.5,82.5,82.0,F,Single-ply,137.5
150.0,95.0,73.6,M,Raw,200.0
217.5,147.5,103.9,M,Raw,270.0
137.5,92.5,80.0,M,Raw,170.0
252.5,170.0,92.75,M,Raw,292.5
200.0,120.0,87.7,M,Raw,220.0
226.8,117.93,97.34,M,Single-ply,204.12
210.92,120.2,105.51,M,Single-ply,204.12
120.2,83.91,65.32,F,Wraps,161.03
210.0,112.5,88.8,M,Raw,262.5
265.35,158.76,85.73,M,Single-ply,244.94
181.44,108.86,72.3,M,Raw,206.38
175.0,102.5,56.91,F,Single-ply,170.0
95.25,49.9,61.05,M,Single-ply,99.79
82.5,45.0,58.97,F,Raw,97.5
155.0,125.0,85.6,M,Raw,195.0
192.5,140.0,80.8,M,Single-ply,190.0
212.5,150.0,81.5,M,Raw,260.0
256.28,147.42,96.62,M,Single-ply,222.26
158.76,97.52,72.85,M,Single-ply,188.24
130.0,70.0,59.78,M,Wraps,120.0
110.0,62.5,82.7,F,Wraps,155.0
195.0,142.5,111.35,M,Single-ply,205.0
120.0,52.5,75.75,F,Raw,140.0
225.0,175.0,80.7,M,Single-ply,210.0
192.5,125.0,138.8,M,Wraps,237.5
174.63,117.93,89.72,M,Wraps,174.63
274.42,185.97,80.29,M,Wraps,292.57
62.5,45.0,69.1,F,Raw,97.5
299.37,170.1,137.44,M,Single-ply,265.35
157.5,115.0,72.57,F,Single-ply,142.5
294.84,151.95,97.16,M,Single-ply,288.03
85.0,52.5,61.0,F,Raw,90.0
115.0,62.5,85.7,F,Raw,137.5
387.5,235.0,169.73,M,Wraps,320.0
190.0,110.0,82.0,F,Single-ply,170.0
100.5,62.5,62.7,F,Raw,145.0
108.86,58.97,55.88,M,Single-ply,113.4
135.0,77.5,60.0,F,Wraps,165.0
85.0,55.0,81.87,F,Wraps,120.0
205.0,130.0,96.39,M,Raw,227.5
172.5,115.0,81.7,M,Raw,212.5
210.92,131.54,90.63,M,Single-ply,199.58
230.0,135.0,111.4,M,Single-ply,235.0
125.0,57.5,69.1,F,Raw,152.5
220.0,155.0,82.8,M,Raw,242.5
267.5,145.0,131.9,F,Raw,235.0
227.5,162.5,99.6,M,Raw,242.5
180.0,105.0,73.3,M,Raw,222.5
182.5,92.5,82.5,M,Single-ply,200.0
192.5,102.5,62.8,M,Raw,205.0
77.5,45.0,50.05,F,Raw,110.0
232.5,165.0,89.3,M,Raw,227.5
97.52,70.31,117.84,M,Single-ply,136.08
75.0,35.0,54.8,F,Raw,97.5
205.0,115.0,80.8,M,Wraps,215.0
152.5,97.5,66.63,M,Wraps,180.0
182.5,120.0,131.8,F,Raw,227.5
205.0,127.5,81.6,M,Raw,247.5
137.5,72.5,55.6,F,Single-ply,147.5
217.5,140.0,82.5,M,Single-ply,242.5
197.5,132.5,89.1,M,Raw,227.5
210.0,112.5,73.6,M,Single-ply,190.0
181.44,102.06,86.45,F,Wraps,206.38
135.0,90.0,72.05,M,Raw,180.0
140.0,85.0,80.69,M,Wraps,165.0
195.04,122.47,73.94,M,Wraps,210.92
240.4,197.31,97.7,M,Multi-ply,192.78
257.5,157.5,98.5,M,Wraps,290.0
230.0,120.0,70.8,M,Wraps,222.5
290.0,160.0,125.1,M,Single-ply,310.0
177.5,115.0,90.85,M,Raw,235.0
137.5,105.0,129.3,M,Raw,165.0
156.49,113.4,97.43,M,Raw,226.8
280.0,235.0,109.5,M,Raw,265.0
197.5,122.5,73.5,M,Raw,240.0
175.0,100.0,82.5,F,Single-ply,197.5
210.92,124.74,73.48,M,Single-ply,215.46
122.5,77.5,59.38,M,Raw,160.0
112.5,70.0,62.1,F,Raw,152.5
294.84,167.83,107.05,M,Wraps,306.17
125.0,70.0,61.3,F,Single-ply,155.0
79.38,56.7,67.5,F,Wraps,90.72
185.0,102.5,101.5,M,Raw,205.0
210.0,155.0,92.2,M,Raw,252.5
151.95,81.65,92.62,M,Wraps,158.76
174.63,92.99,86.82,M,Wraps,242.67
480.81,408.23,116.57,M,Multi-ply,367.41
122.5,55.0,59.1,F,Raw,137.5
215.0,132.5,91.75,M,Raw,227.5
188.24,147.42,131.54,M,Wraps,247.21
165.56,115.67,66.32,M,Wraps,215.46
122.47,70.31,49.17,M,Single-ply,131.54
260.0,172.5,95.2,M,Wraps,250.0
165.56,95.25,73.57,M,Single-ply,172.37
190.0,107.5,107.3,M,Raw,205.0
180.0,130.0,88.2,M,Raw,212.5
272.5,280.0,131.9,M,Raw,272.5
67.5,47.5,79.6,F,Raw,127.5
107.5,50.0,46.1,F,Single-ply,115.0
108.86,61.23,56.34,M,Single-ply,113.4
112.5,67.5,58.6,F,Raw,150.0
190.5,124.7,96.0,M,Raw,192.8
86.18,65.77,59.87,F,Wraps,124.74
213.19,147.42,99.34,M,Single-ply,195.04
200.0,142.5,84.9,M,Single-ply,240.0
105.0,82.5,51.48,F,Raw,135.5
163.29,95.25,73.48,M,Single-ply,176.9
122.5,67.5,59.4,F,Raw,145.0
97.5,67.5,78.2,M,Raw,147.5
110.0,110.0,63.8,M,Raw,127.5
151.95,88.45,93.89,M,Wraps,181.44
136.08,99.79,74.84,M,Single-ply,156.49
158.76,95.25,51.89,M,Single-ply,192.78
270.0,187.5,82.9,M,Raw,320.0
167.83,106.59,79.74,M,Single-ply,172.37
180.0,115.0,77.1,M,Single-ply,200.0
122.5,50.0,92.08,F,Wraps,150.0
120.0,80.0,61.5,F,Raw,135.0
97.5,63.5,71.5,F,Single-ply,108.9
170.0,112.5,80.6,M,Raw,207.5
181.44,95.25,134.44,M,Single-ply,163.29
182.5,110.0,73.25,M,Single-ply,180.0
226.8,124.74,79.56,M,Raw,215.46
183.7,122.5,96.4,M,Raw,226.8
165.56,106.59,64.77,M,Single-ply,185.97
170.1,133.81,81.37,M,Raw,174.63
245.0,182.5,67.3,M,Single-ply,225.0
125.0,65.0,56.64,F,Raw,145.0
136.08,79.38,55.79,F,Wraps,145.15
180.0,122.5,73.7,M,Raw,215.0
237.5,192.5,108.7,M,Single-ply,250.0
250.0,177.5,97.0,M,Raw,255.0
197.5,135.0,87.3,M,Raw,220.0
207.5,192.5,129.6,M,Raw,205.0
205.0,155.0,103.85,M,Raw,275.0
219.99,172.37,107.32,M,Wraps,242.67
226.8,124.74,84.73,M,Single-ply,238.14
158.76,106.59,66.68,M,Wraps,174.63
110.0,60.0,60.0,F,Raw,137.5
95.0,50.0,55.38,F,Wraps,132.5
280.0,180.0,128.7,M,Single-ply,250.0
225.0,120.0,106.3,M,Raw,245.0
100.0,52.5,75.1,F,Raw,100.0
137.5,117.5,85.5,M,Single-ply,195.0
115.0,67.5,69.2,M,Single-ply,147.5
272.5,170.0,109.5,M,Single-ply,265.0
150.0,85.0,106.2,M,Raw,200.0
157.5,77.5,60.8,F,Single-ply,170.0
170.0,102.5,65.85,M,Raw,195.0
417.3,317.51,139.48,M,Multi-ply,308.44
197.31,117.93,142.88,M,Single-ply,188.24
154.22,99.79,79.38,M,Wraps,199.58
247.5,152.5,65.2,M,Raw,277.5
120.0,70.0,79.9,F,Raw,150.0
170.0,110.0,82.1,M,Raw,217.5
202.5,112.5,80.88,M,Raw,207.5
102.5,80.0,64.7,M,Wraps,117.5
110.0,77.5,86.9,M,Single-ply,185.0
97.5,70.0,73.62,M,Wraps,107.5
60.0,192.5,93.0,M,Single-ply,70.0
165.0,82.5,74.6,F,Single-ply,162.5
170.0,92.5,98.9,M,Raw,167.5
127.5,72.5,67.3,F,Raw,160.0
242.5,200.0,99.0,M,Single-ply,260.0
230.0,132.5,86.8,M,Wraps,245.0
124.74,86.18,78.83,M,Single-ply,147.42
125.0,80.0,82.19,F,Raw,157.5
90.0,55.0,50.1,F,Raw,125.0
165.0,100.0,69.0,M,Raw,185.0
155.0,100.0,82.33,F,Raw,170.0
122.5,67.5,59.1,F,Raw,130.0
115.0,70.0,67.7,M,Single-ply,140.0
255.0,152.5,103.31,M,Single-ply,280.0
45.0,70.0,100.0,M,Single-ply,130.0
122.47,61.23,51.26,M,Single-ply,127.01
467.5,182.5,226.8,M,Multi-ply,292.5
185.0,112.5,81.6,M,Raw,210.0
242.67,183.7,89.18,M,Single-ply,251.74
80.0,40.0,61.1,F,Raw,85.0
249.48,138.35,120.2,M,Wraps,206.84
208.65,138.35,98.97,M,Raw,260.82
210.0,160.0,136.6,M,Wraps,240.0
275.0,187.5,108.9,M,Raw,317.5
83.9,59.0,47.0,F,Raw,99.8
192.78,136.08,121.83,M,Raw,238.14
145.0,145.0,95.0,M,Wraps,190.0
182.5,117.5,73.95,M,Raw,200.0
120.0,82.5,61.9,F,Raw,167.5
50.0,125.0,67.1,M,Single-ply,100.0
155.0,125.0,102.33,M,Raw,235.0
150.0,100.0,73.6,M,Wraps,190.0
185.0,185.0,132.55,M,Single-ply,200.0
162.5,135.0,90.0,M,Raw,220.0
212.5,140.0,82.96,M,Raw,240.0
227.5,155.0,82.37,M,Raw,260.0
137.5,105.0,70.94,M,Raw,160.0
204.12,154.22,81.65,F,Multi-ply,192.78
80.0,57.5,56.05,F,Raw,125.0
152.5,95.0,64.31,M,Raw,185.0
127.01,79.38,75.25,M,Single-ply,122.47
137.5,70.0,82.5,F,Raw,167.5
294.84,185.97,122.79,M,Single-ply,238.14
170.0,90.0,75.07,M,Single-ply,182.5
102.5,50.0,46.25,F,Raw,107.5
250.0,160.0,87.3,M,Raw,280.0
92.5,50.0,62.5,F,Raw,125.0
205.0,155.0,120.2,M,Single-ply,272.5
90.0,47.5,59.3,F,Raw,140.0
344.73,272.16,,M,Single-ply,306.17
325.0,220.0,108.8,M,Wraps,300.0
112.5,62.5,73.2,F,Raw,117.5
100.0,57.5,65.1,F,Raw,145.0
112.5,65.0,62.1,F,Single-ply,142.5
190.51,154.22,64.5,F,Multi-ply,165.56
112.5,67.5,56.8,F,Raw,137.5
100.0,45.0,70.8,F,Raw,107.5
145.0,107.5,54.1,M,Raw,155.0
99.79,63.5,53.98,M,Single-ply,120.2
220.0,117.5,114.7,M,Raw,255.0
82.5,77.5,52.5,M,Raw,90.0
172.5,110.0,80.0,M,Single-ply,210.0
265.35,138.35,89.63,M,Wraps,247.21
97.5,50.0,62.4,F,Raw,125.0
205.0,150.0,102.7,M,Wraps,295.0
140.0,105.0,72.9,M,Raw,160.0
192.78,102.06,83.28,M,Single-ply,185.97
187.5,110.0,101.47,M,Raw,227.5
220.0,135.0,92.2,M,Raw,270.0
227.5,150.0,102.5,M,Raw,262.5
240.4,108.86,82.1,M,Single-ply,229.06
257.5,180.0,99.43,M,Wraps,295.0
200.0,117.5,115.6,M,Raw,225.0
117.93,79.38,50.26,M,Single-ply,136.08
95.0,47.5,56.6,F,Raw,117.5
180.0,157.5,97.6,M,Wraps,205.0
201.85,108.86,98.43,M,Wraps,226.8
226.8,113.4,120.29,M,Single-ply,192.78
269.89,124.74,108.86,M,Single-ply,224.53
460.4,292.57,117.57,M,Multi-ply,301.64
154.22,83.91,89.81,M,Single-ply,149.69
220.0,185.0,98.2,M,Raw,250.0
181.44,129.27,78.11,M,Single-ply,188.24
137.5,60.0,67.22,F,Wraps,157.5
245.0,152.5,90.15,M,Raw,277.5
207.5,142.5,87.8,M,Raw,245.0
225.0,165.0,106.2,M,Wraps,255.0
136.08,106.59,114.35,M,Single-ply,156.49
122.5,70.0,46.88,F,Single-ply,117.5
85.0,60.0,64.9,F,Raw,140.0
155.0,107.5,81.47,M,Single-ply,212.5
95.0,50.0,69.4,F,Single-ply,100.0
202.5,112.5,90.5,M,Raw,265.0
107.5,57.5,62.4,F,Raw,142.5
163.29,102.06,66.86,M,Single-ply,188.24
358.34,204.12,139.25,M,Wraps,367.41
182.5,105.0,87.4,M,Wraps,212.5
185.0,140.0,81.2,M,Raw,212.5
147.5,107.5,70.7,M,Raw,182.5
212.5,155.5,93.12,M,Raw,245.0
190.0,117.5,91.6,M,Single-ply,207.5
82.5,57.5,65.04,F,Raw,102.5
110.0,65.0,55.11,F,Wraps,137.5
195.0,130.0,96.6,M,Raw,242.5
110.0,57.5,88.0,F,Raw,127.5
190.0,50.0,107.0,M,Raw,180.0
205.0,122.5,91.8,M,Raw,250.0
170.0,107.5,78.3,M,Raw,215.0
161.03,104.33,80.2,M,Single-ply,181.44
137.5,135.5,73.05,M,Single-ply,150.0
160.0,87.5,75.0,M,Single-ply,200.0
197.31,124.74,94.26,M,Single-ply,197.31
107.5,52.5,58.3,F,Raw,127.5
183.7,117.93,81.56,M,Single-ply,195.04
204.12,115.67,112.13,M,Single-ply,206.38
136.08,106.59,65.41,M,Wraps,190.51
145.0,85.0,80.8,M,Raw,182.5
212.5,150.0,82.1,M,Raw,255.0
145.0,110.0,63.4,M,Raw,175.0
210.92,117.93,80.92,M,Single-ply,213.19
240.0,130.0,109.5,M,Single-ply,200.0
155.0,127.5,121.0,M,Raw,210.0
115.0,50.0,81.85,F,Raw,117.5
127.5,127.5,50.7,M,Raw,105.0
245.0,137.5,96.6,M,Single-ply,232.5
117.5,62.5,78.5,F,Raw,145.0
111.13,63.5,97.16,F,Raw,124.74
155.0,122.5,80.7,M,Raw,192.5
380.0,297.5,123.15,M,Single-ply,330.0
140.0,82.5,67.4,F,Wraps,167.5
213.19,127.01,87.09,M,Single-ply,215.46
95.0,50.0,91.7,F,Raw,105.0
204.12,145.15,120.52,M,Single-ply,174.63
235.87,156.49,136.98,M,Single-ply,204.12
207.5,155.0,88.8,M,Raw,220.0
112.5,120.0,97.61,M,Raw,182.5
172.37,120.2,67.13,M,Single-ply,199.58
132.5,92.5,57.1,M,Raw,142.5
165.56,106.59,87.54,M,Single-ply,161.03
105.0,62.5,69.9,F,Wraps,130.0
122.5,65.0,42.65,F,Single-ply,127.5
93.0,65.8,59.9,M,Raw,147.4
192.78,115.67,84.37,M,Single-ply,233.6
199.58,136.08,130.82,M,Single-ply,204.12
192.5,105.0,95.6,M,Single-ply,195.0
125.0,65.0,63.7,F,Raw,150.0
190.0,125.0,86.18,M,Wraps,230.0
202.5,130.0,88.2,M,Raw,215.0
135.0,90.0,84.65,M,Raw,140.0
222.5,135.0,91.75,M,Raw,242.5
167.5,120.0,72.2,M,Single-ply,170.0
290.0,205.0,131.5,M,Single-ply,262.5
233.6,122.47,104.33,M,Single-ply,208.65
224.53,140.61,87.54,M,Single-ply,235.87
80.0,40.0,46.5,F,Raw,85.0
182.5,120.0,81.7,M,Raw,210.0
137.5,87.5,56.0,M,Single-ply,162.5
136.08,88.45,63.96,M,Single-ply,165.56
95.0,52.5,52.0,F,Raw,135.0
47.5,37.5,61.1,F,Raw,90.0
204.12,120.2,96.21,M,Single-ply,174.63
145.15,79.38,72.57,M,Single-ply,154.22
215.0,110.0,158.7,M,Raw,230.0
205.0,190.0,113.58,M,Raw,257.5
210.92,102.06,58.92,M,Single-ply,195.04
165.56,113.4,81.01,M,Single-ply,183.7
200.0,170.0,142.6,M,Raw,75.0
260.82,154.22,135.71,M,Single-ply,226.8
213.19,145.15,78.61,M,Wraps,226.8
162.5,100.0,102.1,M,Raw,205.0
285.0,205.0,87.82,M,Single-ply,237.5
120.0,85.0,58.47,F,Raw,147.5
117.5,77.5,89.96,M,Raw,162.5
174.63,88.45,101.88,M,Single-ply,156.49
124.74,88.45,74.75,M,Wraps,174.63
115.67,68.04,68.58,M,Single-ply,136.08
174.63,97.52,74.84,M,Single-ply,170.1
180.0,127.5,74.9,M,Wraps,200.0
172.37,129.27,75.57,M,Single-ply,156.49
299.37,176.9,89.63,M,Multi-ply,272.16
157.5,122.5,65.2,M,Raw,202.5
142.88,54.43,83.64,M,Single-ply,156.49
135.0,82.5,66.2,M,Raw,180.0
72.5,40.0,65.4,F,Raw,102.5
206.38,136.08,102.51,M,Wraps,231.33
182.5,82.5,91.4,M,Raw,200.0
57.5,32.5,48.7,F,Raw,77.5
136.08,70.31,62.05,M,Single-ply,142.88
252.5,162.5,95.4,M,Raw,327.5
185.0,152.5,72.6,M,Raw,235.0
165.0,112.5,89.27,M,Raw,202.5
175.0,117.5,97.5,M,Raw,205.0
125.0,55.0,70.7,F,Raw,137.5
142.5,87.5,59.87,M,Wraps,157.5
187.5,112.5,61.18,F,Single-ply,182.5
227.5,130.0,90.0,M,Single-ply,217.5
290.3,174.63,99.06,M,Wraps,306.17
254.01,117.93,88.36,M,Wraps,249.48
104.33,68.04,58.97,M,Single-ply,115.67
135.0,75.0,77.8,M,Raw,142.5
117.93,92.99,67.13,M,Single-ply,145.15
140.0,75.0,75.0,F,Single-ply,150.0
145.15,88.45,94.17,M,Single-ply,113.4
197.31,136.08,105.41,M,Wraps,199.58
205.0,137.5,122.4,M,Wraps,240.0
182.5,152.5,102.7,M,Raw,230.0
227.5,127.5,89.95,M,Raw,272.5
335.0,215.0,81.52,M,Single-ply,275.0
325.0,172.5,147.84,M,Raw,285.0
72.5,45.0,57.8,F,Raw,127.5
230.0,150.0,87.0,M,Raw,252.5
160.0,82.5,98.8,F,Single-ply,125.0
200.0,152.5,109.3,M,Raw,240.0
160.0,105.0,81.5,M,Wraps,190.0
145.0,67.5,75.0,F,Wraps,170.0
320.0,297.5,99.9,M,Single-ply,295.0
190.51,138.35,77.97,M,Single-ply,204.12
190.0,120.0,73.15,M,Single-ply,190.0
250.0,150.0,108.4,M,Single-ply,250.0
130.0,105.0,89.3,M,Raw,207.5
110.0,60.0,48.0,F,Raw,132.5
100.0,55.0,74.6,F,Raw,142.5
136.08,83.91,75.0,F,Wraps,174.63
250.0,145.0,82.4,M,Single-ply,255.0
421.84,319.78,82.5,M,Multi-ply,283.5
167.5,110.0,112.49,M,Raw,185.0
195.0,122.5,90.5,M,Raw,245.0
205.0,125.0,130.7,M,Raw,227.5
226.8,104.33,148.1,M,Single-ply,183.7
217.72,124.74,79.74,M,Single-ply,199.58
172.37,113.4,73.53,M,Single-ply,190.51
147.5,67.5,113.5,F,Raw,180.0
302.5,217.5,109.7,M,Raw,310.0
207.5,130.0,72.91,M,Raw,252.5
410.0,280.0,127.45,M,Single-ply,360.0
97.52,63.5,66.04,F,Raw,127.01
272.2,161.0,176.9,M,Raw,226.8
217.5,140.0,88.26,M,Raw,260.0
295.0,187.5,121.4,M,Raw,312.5
197.5,155.0,89.55,M,Raw,217.5
152.5,102.5,90.0,M,Raw,215.0
120.2,95.25,78.97,M,Single-ply,140.61
177.5,127.5,81.1,M,Raw,230.0
165.0,125.0,119.6,M,Raw,222.5
132.5,62.5,51.5,M,Single-ply,152.5
158.76,83.91,67.09,M,Single-ply,149.69
65.0,60.0,72.4,M,Raw,117.5
105.0,65.0,66.72,F,Wraps,142.5
183.7,124.74,112.94,M,Single-ply,181.44
185.97,92.99,81.92,M,Raw,224.53
117.5,62.5,64.6,F,Raw,132.5
145.0,90.0,67.9,M,Single-ply,180.0
75.0,45.0,49.65,F,Raw,112.5
90.0,52.5,62.2,F,Raw,120.0
142.5,105.0,74.0,M,Raw,202.5
180.0,195.0,74.5,M,Single-ply,185.0
204.12,142.88,79.56,M,Single-ply,192.78
165.0,110.0,110.8,F,Single-ply,155.0
255.0,195.0,99.2,M,Raw,320.0
205.0,165.0,105.2,M,Raw,215.0
142.88,86.18,83.64,M,Single-ply,156.49
99.79,56.7,68.13,F,Wraps,133.81
222.5,130.0,79.8,M,Raw,242.5
185.0,130.0,82.0,M,Raw,207.5
170.0,97.5,74.57,M,Raw,222.5
125.0,75.0,81.1,F,Raw,127.5
149.69,97.52,59.78,M,Single-ply,142.88
340.0,235.0,134.5,M,Wraps,360.0
272.5,185.0,129.25,M,Raw,302.5
245.0,155.0,82.2,M,Raw,255.0
70.0,42.5,47.9,F,Raw,95.0
215.0,120.0,82.3,M,Single-ply,240.0
192.5,152.5,99.8,M,Raw,215.0
215.0,170.0,116.8,M,Raw,255.0
110.0,70.0,59.0,F,Raw,145.0
205.0,105.0,96.6,M,Single-ply,200.0
135.0,117.5,70.5,M,Raw,162.5
182.5,115.0,76.11,M,Wraps,187.5
97.5,65.0,60.9,F,Raw,100.0
212.5,150.0,115.67,M,Wraps,232.5
50.0,40.0,45.0,F,Raw,95.0
157.5,97.5,79.1,F,Raw,170.0
242.5,165.0,80.5,M,Raw,245.0
290.0,160.0,122.92,M,Wraps,302.5
212.5,115.0,80.7,M,Wraps,230.0
237.5,157.5,97.0,M,Raw,265.0
95.0,75.0,67.5,F,Single-ply,127.5
181.44,86.18,59.51,M,Single-ply,185.97
113.0,55.0,66.8,F,Raw,152.5
172.5,100.0,72.6,M,Wraps,190.0
127.01,63.5,55.47,M,Single-ply,131.54
120.2,65.77,77.93,F,Wraps,145.15
180.0,130.0,82.4,M,Raw,200.0
125.0,75.0,56.0,M,Single-ply,140.0
232.5,142.5,88.43,M,Raw,237.5
312.5,212.5,92.6,M,Single-ply,265.0
213.19,115.67,94.8,M,Single-ply,158.76
65.0,42.5,51.3,F,Raw,100.0
207.5,102.5,67.4,M,Raw,220.0
365.14,131.54,89.45,M,Multi-ply,294.84
244.94,151.95,117.5,M,Wraps,260.82
82.5,45.0,48.8,F,Single-ply,115.0
230.0,147.5,93.0,M,Raw,277.5
195.0,142.5,87.54,M,Raw,247.5
245.0,170.0,74.6,M,Single-ply,240.0
185.0,120.0,93.76,M,Wraps,200.0
75.0,47.5,69.4,F,Raw,102.5
95.0,52.5,53.4,F,Raw,135.0
220.0,130.0,99.8,M,Wraps,217.5
290.0,180.0,65.11,M,Single-ply,260.0
95.0,67.5,63.14,F,Raw,120.0
95.0,62.5,55.0,F,Raw,107.5
249.48,136.08,126.19,M,Single-ply,226.8
181.44,111.13,70.49,M,Wraps,240.4
163.29,111.13,88.99,M,Raw,231.33
175.0,105.0,89.35,F,Wraps,180.0
167.83,106.59,71.85,M,Wraps,210.92
206.38,131.54,89.45,M,Raw,217.72
107.5,47.5,65.6,F,Raw,125.0
127.01,70.31,56.61,M,Single-ply,127.01
180.0,130.0,98.4,M,Wraps,200.0
115.0,85.0,65.4,F,Raw,140.0
107.5,60.0,54.0,F,Wraps,115.0
130.0,67.5,65.3,F,Raw,140.0
195.0,130.0,80.54,M,Raw,235.0
342.5,212.5,98.07,M,Multi-ply,255.0
238.14,124.74,181.44,M,Single-ply,226.8
70.0,32.5,46.0,F,Raw,107.5
105.0,45.0,86.72,F,Raw,140.0
190.0,132.5,96.9,M,Raw,215.0
220.0,150.0,67.5,M,Single-ply,235.0
260.0,125.0,119.05,M,Raw,260.0
230.0,160.0,95.8,M,Wraps,240.0
125.0,82.5,91.0,F,Raw,150.0
226.8,124.74,85.82,M,Single-ply,229.06
319.78,174.63,90.0,M,Multi-ply,238.14
217.5,155.0,103.8,M,Wraps,220.0
255.0,215.0,90.0,M,Single-ply,335.0
177.5,112.5,74.66,M,Raw,227.5
172.37,117.93,72.67,M,Single-ply,188.24
167.5,117.5,73.84,M,Raw,215.0
80.0,45.0,55.95,F,Raw,115.0
157.5,160.0,74.75,M,Raw,182.5
97.5,52.5,70.1,F,Raw,100.0
155.0,85.0,104.3,F,Wraps,150.0
150.0,160.0,90.0,M,Single-ply,180.0
210.0,120.0,90.0,M,Single-ply,250.0
77.5,37.5,61.8,F,Raw,92.5
371.95,229.06,132.45,M,Single-ply,272.16
145.15,81.65,66.95,M,Single-ply,167.83
197.31,154.22,97.7,M,Raw,249.48
100.0,62.5,73.03,F,Raw,125.0
190.0,135.0,80.3,M,Raw,222.5
240.0,140.0,89.7,M,Single-ply,257.5
319.78,222.26,124.92,M,Wraps,294.84
190.0,115.0,65.6,M,Single-ply,185.0
258.55,172.37,88.27,M,Wraps,258.55
170.0,80.0,79.1,M,Single-ply,197.5
175.0,110.0,91.8,M,Raw,215.0
111.13,92.99,82.5,M,Single-ply,199.58
320.0,215.0,162.84,M,Multi-ply,295.0
212.5,122.5,102.15,M,Wraps,235.0
229.06,129.27,96.25,M,Single-ply,188.24
85.0,42.5,45.75,F,Single-ply,117.5
272.16,206.38,81.56,M,Multi-ply,235.87
175.0,130.0,85.9,M,Raw,200.0
177.5,95.0,82.0,M,Raw,232.5
60.0,42.5,44.4,F,Raw,90.0
170.0,80.0,75.2,M,Single-ply,190.0
130.0,65.0,62.7,F,Raw,147.5
335.0,210.0,89.8,M,Single-ply,250.0
183.7,108.86,65.32,M,Single-ply,183.7
200.0,152.5,108.41,M,Raw,255.0
227.5,110.0,105.5,M,Raw,215.0
167.5,102.5,81.0,M,Raw,192.5
133.81,88.45,60.01,M,Single-ply,158.76
50.0,42.5,77.3,F,Raw,90.0
137.5,65.0,70.78,F,Raw,165.0
175.0,75.0,80.7,F,Wraps,190.0
330.0,243.0,100.5,M,Single-ply,327.5
127.01,49.9,53.25,F,Multi-ply,113.4
145.2,52.2,66.3,F,Single-ply,161.0
130.0,67.5,134.0,F,Raw,162.5
130.0,77.5,73.7,F,Raw,167.5
136.08,90.72,67.4,M,Single-ply,124.74
115.0,50.0,56.0,F,Wraps,125.0
170.0,107.5,74.5,M,Single-ply,205.0
113.4,68.04,58.6,F,Raw,158.76
220.0,130.0,94.9,M,Single-ply,260.0
120.0,77.5,68.75,F,Raw,165.0
200.0,182.5,75.0,M,Single-ply,227.5
183.7,102.06,60.46,M,Single-ply,174.63
170.0,102.5,104.78,M,Wraps,190.0
276.69,217.72,98.16,M,Wraps,272.16
220.0,190.0,80.0,M,Single-ply,230.0
112.5,57.5,70.44,F,Wraps,137.5
249.48,158.76,81.47,M,Wraps,244.94
172.37,92.99,70.49,M,Single-ply,197.31
210.92,124.74,85.73,M,Wraps,238.14
287.5,172.5,88.2,M,Multi-ply,245.0
242.5,155.0,113.1,M,Raw,305.0
129.27,74.84,61.42,M,Single-ply,174.63
170.0,145.0,91.3,M,Raw,210.0
247.21,145.15,91.63,M,Single-ply,222.26
172.37,102.06,107.14,M,Single-ply,170.1
170.1,90.72,87.54,M,Single-ply,188.24
262.5,172.5,101.2,M,Raw,290.0
115.0,52.5,62.4,F,Raw,110.0
105.0,62.5,69.5,F,Raw,137.5
270.0,162.5,119.0,M,Single-ply,255.0
102.06,58.97,67.04,M,Single-ply,117.93
165.0,100.0,102.15,M,Single-ply,150.0
190.0,150.0,100.0,M,Single-ply,230.0
170.1,81.65,123.56,F,Raw,136.08
183.7,104.33,67.04,M,Single-ply,197.31
137.5,227.5,153.5,M,Multi-ply,200.0
272.5,212.5,99.1,M,Single-ply,257.5
192.5,112.5,88.09,M,Raw,200.0
174.6,108.9,74.8,M,Raw,210.9
165.0,122.5,63.7,M,Raw,215.0
325.0,197.5,109.2,M,Wraps,350.0
117.5,40.0,46.5,F,Single-ply,102.5
80.0,45.0,54.2,F,Raw,102.5
