BestSquatKg,BestBenchKg,BodyweightKg,Sex,Equipment,BestDeadliftKg
417.3,367.41,99.79,M,Multi-ply,276.69
137.5,87.5,75.0,F,Raw,152.5
165.0,105.0,75.0,M,Wraps,227.5
86.18,40.82,60.33,F,Raw,92.99
151.95,99.79,92.17,M,Single-ply,181.44
227.5,172.5,99.9,M,Raw,282.5
125.0,120.0,79.4,M,Raw,180.0
182.5,122.5,80.3,M,Raw,212.5
120.0,70.0,82.1,M,Raw,162.5
222.26,124.74,109.72,M,Single-ply,231.33
232.5,182.5,103.2,M,Raw,237.5
155.0,107.5,81.5,M,Raw,192.5
90.0,55.0,66.2,F,Raw,107.5
140.0,87.5,83.0,F,Raw,137.5
247.21,111.13,68.95,F,Multi-ply,206.38
225.0,142.5,90.8,M,Raw,282.5
185.0,165.0,114.4,M,Wraps,227.5
187.5,130.0,81.5,M,Raw,207.5
209.9,157.4,88.22,M,Single-ply,182.46
132.5,97.5,63.8,M,Single-ply,160.0
213.19,142.88,89.27,M,Single-ply,242.67
226.8,161.03,95.35,M,Wraps,256.28
110.0,52.5,88.9,F,Raw,157.5
110.0,75.0,55.1,F,Raw,182.5
182.5,107.5,96.3,M,Single-ply,182.5
160.0,97.5,71.85,M,Raw,162.5
115.0,55.0,65.8,F,Raw,155.0
260.0,140.0,90.8,M,Raw,290.0
205.0,160.0,133.9,M,Raw,245.0
147.42,74.84,62.32,M,Single-ply,161.03
147.5,92.5,79.5,F,Raw,217.5
142.5,102.5,89.75,M,Raw,197.5
175.0,132.5,107.1,M,Raw,240.0
122.5,92.5,76.4,M,Raw,157.5
300.0,142.5,90.0,M,Single-ply,290.0
82.5,35.0,55.93,F,Raw,105.0
95.0,45.0,59.2,F,Single-ply,100.0
187.5,122.5,87.2,M,Raw,250.0
220.0,132.5,85.8,M,Raw,280.0
110.0,125.0,108.6,M,Wraps,190.0
250.0,205.0,89.7,M,Multi-ply,227.5
170.1,122.47,96.62,M,Single-ply,174.63
65.0,52.5,50.2,F,Raw,105.0
112.5,60.0,68.5,F,Raw,140.0
232.5,162.5,104.82,M,Raw,287.5
72.5,42.5,54.6,F,Raw,110.0
107.5,55.0,92.2,F,Raw,142.5
235.0,150.0,120.34,M,Raw,272.0
100.0,57.5,82.0,F,Raw,132.5
163.29,95.25,89.09,F,Wraps,195.04
140.0,67.5,68.34,F,Raw,152.5
85.0,60.0,56.0,F,Single-ply,110.0
161.03,97.52,88.45,M,Single-ply,181.44
117.5,47.5,66.7,F,Raw,120.0
100.0,52.5,58.65,F,Wraps,115.0
190.0,132.5,88.4,M,Single-ply,205.0
150.0,87.5,89.18,M,Wraps,215.0
249.48,163.29,109.77,M,Wraps,197.31
182.5,120.0,91.5,M,Single-ply,207.5
195.04,102.06,82.1,M,Single-ply,206.38
95.0,47.5,56.5,F,Single-ply,107.5
137.5,72.5,78.0,F,Single-ply,127.5
225.0,160.0,81.8,M,Single-ply,205.0
142.88,79.38,71.21,M,Single-ply,174.63
242.5,157.5,104.03,M,Raw,237.5
151.95,136.08,81.19,M,Wraps,192.78
188.24,108.86,66.04,M,Single-ply,158.76
190.51,145.15,73.03,M,Single-ply,197.31
175.0,102.5,67.4,M,Single-ply,185.0
185.0,107.5,71.0,M,Raw,195.0
107.5,55.0,58.6,F,Raw,135.0
142.88,47.63,71.49,M,Single-ply,142.88
122.5,70.0,56.4,F,Raw,155.0
213.19,151.95,130.91,M,Single-ply,183.7
154.22,97.52,66.77,M,Single-ply,163.29
220.0,152.5,95.89,M,Raw,225.0
79.4,47.6,45.2,F,Raw,108.9
205.0,122.5,106.3,M,Single-ply,215.0
165.0,105.0,66.2,M,Single-ply,195.0
192.5,132.5,90.6,M,Raw,235.0
117.93,65.77,104.1,M,Single-ply,127.01
285.0,180.0,123.0,M,Single-ply,247.5
220.0,177.5,82.4,M,Single-ply,210.0
150.0,102.5,81.5,F,Single-ply,147.5
151.95,81.65,69.22,M,Single-ply,151.95
210.0,112.5,80.78,M,Raw,220.0
215.0,142.5,81.6,M,Raw,242.5
74.84,52.16,48.35,M,Single-ply,83.91
190.0,112.5,81.4,M,Raw,220.0
90.0,47.5,62.93,F,Raw,45.0
115.0,62.5,79.65,F,Wraps,137.5
205.0,100.0,74.75,F,Wraps,222.5
172.5,112.5,116.2,M,Raw,192.5
163.29,120.2,83.91,M,Raw,213.19
181.44,113.4,79.51,M,Single-ply,208.65
147.4,136.1,79.4,M,Raw,256.3
170.1,83.91,84.55,M,Single-ply,172.37
204.12,122.47,89.63,M,Wraps,213.19
147.42,88.45,55.7,M,Single-ply,158.76
200.0,105.0,74.7,M,Single-ply,210.0
202.5,145.0,85.96,M,Wraps,200.0
107.5,45.0,71.7,F,Raw,115.0
160.0,200.0,122.0,M,Raw,230.0
199.58,113.4,87.18,M,Single-ply,224.53
117.5,87.5,70.7,F,Raw,140.0
219.99,129.27,89.72,M,Single-ply,240.4
108.86,61.23,54.2,F,Wraps,113.4
200.0,115.0,72.0,M,Raw,190.0
125.0,67.5,127.3,M,Raw,165.0
240.0,160.0,82.76,M,Raw,290.0
147.5,72.5,142.5,F,Raw,147.5
170.0,90.0,116.4,M,Raw,205.0
92.5,50.0,60.0,F,Raw,115.0
242.67,167.83,73.39,M,Single-ply,233.6
272.5,170.0,123.95,M,Wraps,290.0
165.0,100.0,82.5,M,Single-ply,205.0
192.5,125.0,80.2,M,Raw,237.5
129.27,58.97,70.67,M,Single-ply,120.2
127.01,65.77,65.86,M,Single-ply,140.61
249.48,161.03,89.09,M,Single-ply,226.8
182.5,112.5,97.52,M,Raw,200.0
90.72,43.09,51.66,F,Wraps,92.99
292.5,195.0,150.1,M,Wraps,340.0
274.42,226.8,121.74,M,Multi-ply,249.48
374.21,238.14,95.25,M,Multi-ply,281.23
162.5,107.5,107.0,M,Wraps,177.5
87.5,75.0,64.89,M,Raw,112.5
135.0,55.0,81.6,F,Single-ply,165.0
230.0,137.5,73.2,M,Single-ply,220.0
274.42,183.7,106.41,M,Multi-ply,226.8
135.0,87.5,60.75,F,Raw,157.5
130.0,100.0,79.0,F,Single-ply,125.0
177.5,145.0,66.2,M,Wraps,190.0
185.0,132.5,99.6,M,Wraps,187.5
140.0,75.0,75.2,F,Raw,160.0
205.0,150.0,101.0,M,Raw,242.5
82.5,57.5,89.2,F,Raw,125.0
147.42,95.25,72.67,F,Wraps,165.56
147.42,74.84,91.35,M,Single-ply,147.42
172.5,125.0,88.6,M,Raw,205.0
112.5,67.5,80.8,F,Raw,132.5
185.0,105.0,81.2,M,Raw,200.0
213.19,95.25,121.02,M,Single-ply,242.67
195.0,137.5,108.0,M,Raw,227.5
301.64,206.38,89.72,M,Multi-ply,269.89
92.5,57.5,64.4,F,Raw,140.0
200.0,150.0,117.7,M,Raw,240.0
152.5,72.5,77.11,F,Wraps,157.5
258.55,138.35,65.23,M,Single-ply,238.14
150.0,92.5,58.1,M,Raw,195.0
100.0,60.0,83.0,F,Raw,115.0
217.5,127.5,93.0,M,Single-ply,205.0
97.52,40.82,90.0,F,Wraps,124.74
167.5,97.5,68.3,F,Raw,192.5
87.5,50.0,64.9,F,Raw,110.0
217.5,142.5,82.8,M,Raw,220.0
120.0,100.0,95.06,M,Single-ply,180.0
122.47,63.5,70.49,M,Single-ply,133.81
227.5,130.0,96.8,M,Raw,245.0
124.74,74.84,51.62,M,Single-ply,154.22
195.0,135.0,81.38,M,Single-ply,220.0
151.95,124.74,97.52,M,Raw,188.24
190.51,102.06,66.32,M,Single-ply,195.04
195.0,112.5,73.7,M,Raw,240.0
208.65,117.93,81.83,M,Single-ply,204.12
130.0,110.0,88.3,M,Raw,155.0
330.0,220.0,114.85,M,Wraps,302.5
112.5,60.0,70.2,M,Raw,147.5
182.5,170.0,163.7,M,Raw,290.0
174.63,129.27,115.48,M,Wraps,206.38
327.5,210.0,123.9,M,Single-ply,282.5
230.0,180.0,100.0,M,Single-ply,270.0
105.0,110.0,123.47,M,Wraps,200.0
181.44,104.33,77.29,M,Single-ply,172.37
250.0,162.5,105.41,M,Raw,272.5
170.0,87.5,79.8,M,Raw,185.0
117.5,105.0,88.2,M,Raw,187.5
145.0,95.0,66.9,M,Raw,197.5
92.99,56.7,72.21,F,Wraps,102.06
185.0,140.0,58.47,M,Raw,220.0
140.61,92.99,84.28,M,Single-ply,161.03
185.0,115.0,86.1,M,Raw,182.5
181.44,104.33,74.84,M,Single-ply,172.37
190.0,100.0,59.2,F,Single-ply,175.0
120.0,82.5,74.8,F,Raw,180.0
65.0,35.0,63.5,F,Raw,90.0
112.5,67.5,64.6,F,Raw,122.5
100.0,62.5,55.16,F,Wraps,137.5
150.0,110.0,66.0,M,Wraps,197.5
258.55,170.1,98.52,M,Wraps,276.69
130.0,72.5,54.5,F,Single-ply,127.5
102.06,52.16,54.25,M,Single-ply,124.74
182.5,137.5,95.07,M,Wraps,212.5
60.0,47.5,46.72,F,Raw,105.0
87.5,65.0,51.0,F,Raw,112.5
77.5,42.5,54.2,F,Raw,90.0
142.5,115.0,84.71,M,Single-ply,192.5
154.22,104.33,62.32,M,Single-ply,158.76
183.7,102.06,74.84,M,Single-ply,165.56
105.0,57.5,61.0,F,Raw,152.5
180.0,210.0,117.6,M,Single-ply,240.0
150.0,82.5,60.0,M,Single-ply,182.5
297.1,188.24,150.14,M,Wraps,285.76
150.0,82.5,70.3,F,Raw,155.0
85.0,52.5,49.0,F,Raw,117.5
132.5,82.5,56.6,M,Raw,182.5
278.96,242.67,109.77,M,Multi-ply,249.48
190.0,142.5,94.57,M,Wraps,227.5
295.0,222.5,91.95,M,Single-ply,247.5
147.42,86.18,74.48,M,Single-ply,140.61
200.0,160.0,108.5,M,Wraps,267.5
165.0,135.0,94.9,M,Raw,195.0
260.0,140.0,91.8,M,Raw,282.5
70.0,80.0,67.2,M,Raw,120.0
113.4,45.4,87.0,F,Single-ply,115.7
192.78,131.54,75.0,M,Wraps,229.06
220.0,140.0,67.5,M,Single-ply,232.5
113.4,92.99,67.22,M,Single-ply,165.56
124.74,54.43,88.54,F,Wraps,142.88
277.5,155.0,97.1,M,Raw,275.0
127.5,90.0,57.8,F,Single-ply,145.0
31.75,19.28,61.51,F,Wraps,41.96
212.5,127.5,80.65,M,Raw,240.0
161.03,102.06,55.16,M,Single-ply,170.1
230.0,145.0,117.5,M,Raw,250.0
102.5,70.0,69.5,F,Raw,145.0
110.0,67.5,64.09,F,Wraps,132.5
185.0,137.5,89.02,F,Single-ply,215.0
77.5,37.5,46.9,F,Raw,105.0
92.5,65.0,117.65,F,Raw,125.0
208.65,147.42,98.25,M,Single-ply,195.04
165.0,122.5,84.0,M,Single-ply,170.0
147.5,107.5,103.4,M,Raw,187.5
195.0,122.5,88.54,M,Wraps,215.0
227.5,112.5,80.6,M,Raw,230.0
115.67,68.04,66.13,M,Single-ply,151.95
185.0,150.0,107.2,M,Raw,205.0
160.0,170.0,82.1,M,Single-ply,197.5
202.5,160.0,104.9,M,Raw,247.5
142.5,82.5,99.2,M,Raw,165.0
172.5,125.0,72.8,M,Raw,192.5
107.5,60.0,56.35,F,Raw,127.5
115.67,61.23,82.37,F,Wraps,151.95
130.0,100.0,90.42,M,Raw,155.0
235.0,145.0,127.0,M,Raw,240.0
156.49,111.13,65.5,M,Single-ply,217.72
197.5,140.0,92.5,M,Raw,220.0
154.22,90.72,79.11,M,Raw,145.15
135.0,87.5,65.0,F,Wraps,170.0
365.14,297.1,89.92,M,Multi-ply,278.96
163.29,83.91,75.39,M,Single-ply,154.22
172.5,115.0,82.91,F,Raw,175.0
132.5,82.5,55.5,M,Raw,162.5
185.0,125.0,104.9,M,Single-ply,195.0
222.5,155.0,114.0,M,Raw,220.0
105.0,52.5,51.1,F,Single-ply,125.0
97.5,45.0,58.3,F,Raw,115.0
107.5,62.5,54.8,F,Raw,135.0
120.0,70.0,59.8,F,Wraps,140.0
157.5,95.0,71.5,F,Wraps,185.0
185.97,136.08,102.69,M,Single-ply,163.29
170.1,97.52,80.92,M,Single-ply,165.56
75.0,35.0,51.7,F,Raw,100.0
272.5,170.0,105.05,M,Raw,372.5
210.0,180.0,98.1,M,Single-ply,230.0
115.0,70.0,73.7,F,Raw,132.5
82.5,50.0,52.0,F,Raw,102.5
272.16,167.83,104.33,M,Wraps,256.28
87.5,40.0,56.45,F,Raw,95.0
206.38,161.03,86.18,M,Wraps,206.38
219.99,90.72,79.74,M,Raw,240.4
140.0,100.0,51.7,M,Raw,185.0
113.4,58.97,84.32,M,Single-ply,95.25
120.0,80.0,65.55,M,Raw,165.0
102.5,110.0,72.3,M,Raw,182.5
110.0,82.5,98.4,F,Raw,175.0
200.0,117.5,92.1,M,Raw,205.0
360.0,200.0,129.82,M,Multi-ply,290.0
229.06,142.88,142.97,M,Single-ply,226.8
129.27,38.56,62.96,F,Wraps,115.67
105.0,62.5,69.3,F,Raw,132.5
277.5,147.5,109.9,M,Raw,252.5
60.0,30.0,66.3,F,Raw,70.0
52.5,42.5,55.7,F,Raw,75.0
250.0,190.0,104.0,M,Single-ply,250.0
99.79,34.02,51.53,M,Single-ply,108.86
162.5,122.5,85.7,M,Raw,215.0
142.5,152.5,87.4,M,Single-ply,147.5
172.5,140.0,74.7,M,Raw,185.0
107.5,57.5,47.6,F,Single-ply,110.0
100.0,57.5,65.7,M,Raw,117.5
176.9,120.2,81.28,M,Wraps,197.31
283.5,165.56,89.92,M,Raw,299.37
100.0,65.0,79.5,F,Raw,135.0
160.0,110.0,73.5,M,Single-ply,267.5
190.51,115.67,100.43,M,Single-ply,174.63
150.0,115.0,76.1,M,Raw,190.0
160.0,95.0,65.1,M,Raw,193.0
145.0,72.5,55.7,F,Single-ply,165.0
320.0,230.0,143.6,M,Single-ply,280.0
124.74,74.84,59.87,M,Single-ply,142.88
156.5,97.5,69.5,M,Raw,183.7
227.5,170.0,103.0,M,Raw,280.0
320.0,210.0,121.5,M,Single-ply,340.0
145.0,130.0,77.2,M,Raw,145.0
80.0,75.0,75.0,M,Single-ply,140.0
170.0,115.0,68.7,M,Single-ply,170.0
225.0,170.0,103.2,M,Wraps,260.0
215.46,122.47,83.28,M,Single-ply,231.33
180.0,80.0,63.2,F,Single-ply,185.0
237.5,142.5,88.4,M,Raw,272.5
132.5,67.5,61.4,F,Raw,140.0
181.44,115.67,109.41,M,Wraps,215.46
160.0,85.0,70.8,F,Raw,165.0
263.08,142.88,94.35,M,Single-ply,231.33
235.0,145.0,91.2,M,Raw,260.0
245.0,212.5,97.5,M,Single-ply,232.5
85.0,62.5,42.95,F,Raw,110.0
87.5,42.5,66.1,F,Raw,112.5
180.0,112.5,90.35,M,Single-ply,170.0
170.0,150.0,96.7,M,Raw,190.0
197.5,137.5,74.0,M,Raw,212.5
195.0,125.0,96.6,M,Raw,200.0
226.8,113.4,89.81,M,Single-ply,204.12
102.5,52.5,55.6,M,Raw,120.0
82.5,42.5,54.0,F,Raw,110.0
140.61,63.5,65.23,M,Single-ply,145.15
137.5,127.5,75.0,M,Wraps,160.0
200.0,145.0,104.8,M,Raw,235.0
113.4,52.2,65.6,F,Single-ply,142.9
136.1,54.4,142.4,F,Single-ply,113.4
150.0,150.0,98.15,M,Wraps,205.0
102.5,67.5,54.9,F,Raw,125.0
185.0,112.5,81.2,M,Raw,187.5
150.0,95.0,75.6,M,Raw,172.5
205.0,110.0,90.0,M,Raw,235.0
235.0,190.0,97.9,M,Raw,265.0
365.0,217.5,74.2,M,Single-ply,305.0
152.5,110.0,99.9,M,Raw,202.5
205.0,135.0,124.9,M,Raw,237.5
181.44,115.67,80.38,M,Single-ply,197.31
235.87,167.83,89.81,M,Wraps,285.76
165.0,100.0,73.3,M,Raw,210.0
92.5,55.0,70.4,F,Raw,125.0
147.5,82.5,99.9,F,Raw,185.0
77.5,60.0,71.3,M,Raw,115.0
165.0,120.0,97.2,M,Raw,170.0
172.37,90.72,62.6,M,Single-ply,147.42
158.76,92.99,80.92,M,Single-ply,188.24
181.44,92.99,114.31,M,Single-ply,147.42
237.5,140.0,92.6,M,Raw,232.5
142.88,65.77,59.24,F,Wraps,136.08
136.08,92.99,106.32,M,Wraps,167.83
142.88,86.18,73.75,F,Wraps,149.69
115.0,70.0,85.32,M,Raw,160.0
195.04,138.35,115.21,M,Single-ply,188.24
252.5,202.5,125.0,M,Raw,300.0
137.5,70.0,77.7,F,Single-ply,137.5
180.0,140.0,88.8,M,Raw,210.0
226.8,102.06,128.82,M,Single-ply,226.8
158.76,113.4,124.74,M,Single-ply,192.78
226.8,127.01,95.53,M,Single-ply,201.85
152.5,125.0,73.31,M,Single-ply,160.0
142.88,138.35,91.81,M,Raw,263.08
230.0,150.0,126.8,M,Raw,220.0
120.0,105.0,88.5,M,Raw,147.5
319.78,219.99,99.61,M,Multi-ply,301.64
262.5,170.0,103.65,M,Raw,290.0
97.5,57.5,53.7,F,Raw,112.5
132.5,80.0,82.2,M,Wraps,175.0
140.0,107.5,90.93,M,Raw,157.5
107.5,60.0,58.5,F,Raw,137.5
185.0,120.0,75.0,M,Single-ply,205.0
170.0,125.0,116.45,M,Raw,220.0
111.13,61.23,110.0,M,Raw,111.13
230.0,160.0,82.55,M,Raw,277.5
145.15,79.38,74.84,F,Wraps,167.83
233.6,136.08,74.84,M,Single-ply,229.06
99.79,65.77,54.88,M,Single-ply,104.33
220.0,165.0,80.3,F,Single-ply,202.5
133.81,83.91,91.9,M,Single-ply,183.7
132.5,67.5,55.2,F,Single-ply,120.0
167.5,125.0,107.23,M,Raw,267.5
410.0,242.5,168.15,M,Raw,317.5
187.5,105.0,97.9,F,Single-ply,197.5
157.5,115.0,79.6,M,Raw,205.0
87.5,62.5,54.7,M,Raw,115.0
102.5,65.0,64.7,M,Single-ply,137.5
95.0,52.5,51.3,F,Raw,115.0
374.21,231.33,133.36,M,Multi-ply,278.96
213.19,127.01,73.48,M,Single-ply,197.31
205.0,137.5,106.6,M,Raw,272.5
75.0,52.5,72.4,F,Raw,85.0
240.0,155.0,107.2,M,Raw,290.0
197.31,163.29,81.28,F,Multi-ply,199.58
127.5,77.5,64.6,F,Raw,140.0
219.99,122.47,129.27,M,Single-ply,188.24
54.4,34.0,47.9,F,Single-ply,106.6
280.0,176.0,92.5,M,Single-ply,270.0
208.65,124.74,73.3,M,Wraps,244.94
220.0,177.5,112.49,M,Wraps,240.0
79.38,45.36,60.6,M,Single-ply,113.4
197.5,110.0,82.6,M,Raw,215.0
132.5,52.5,76.3,F,Single-ply,117.5
165.0,120.0,69.9,M,Raw,190.0
182.5,132.5,81.8,M,Raw,262.5
340.19,174.63,157.94,M,Single-ply,317.51
281.23,161.03,73.12,M,Single-ply,281.23
255.0,172.5,95.8,M,Single-ply,230.0
235.87,161.03,108.09,M,Wraps,254.01
161.03,83.91,61.42,M,Single-ply,158.76
142.5,77.5,71.5,F,Raw,160.0
183.7,244.94,97.52,M,Wraps,226.8
115.0,132.5,87.1,M,Single-ply,197.5
170.0,157.5,72.6,M,Single-ply,185.0
265.0,162.5,91.5,M,Raw,282.5
204.12,117.93,120.56,M,Single-ply,195.04
137.5,82.5,101.3,M,Raw,182.5
90.0,50.0,74.1,F,Single-ply,120.0
192.5,100.0,91.9,M,Raw,190.0
131.54,72.57,51.17,M,Single-ply,158.76
197.5,140.0,82.8,M,Raw,275.0
140.61,95.25,53.98,M,Wraps,138.35
85.0,42.5,61.2,F,Raw,110.0
170.0,137.5,93.6,M,Single-ply,192.5
85.0,67.5,56.4,F,Raw,122.5
247.5,142.5,115.4,M,Raw,230.0
110.0,60.0,69.9,F,Wraps,152.5
227.5,165.0,128.9,M,Single-ply,272.5
95.0,40.0,63.9,F,Raw,120.0
182.5,117.5,86.41,F,Raw,217.5
115.67,83.91,63.87,M,Single-ply,129.27
127.5,72.5,88.8,F,Raw,162.5
127.01,124.74,70.76,M,Wraps,206.38
137.5,87.5,62.2,F,Raw,150.0
230.0,170.0,90.0,M,Raw,295.0
77.5,57.5,77.29,M,Raw,92.5
170.0,157.5,104.3,M,Raw,272.5
208.65,131.54,80.2,M,Single-ply,242.67
190.0,140.0,109.72,M,Raw,205.0
270.0,182.5,108.5,M,Raw,300.0
202.5,122.5,73.1,M,Raw,215.0
107.5,62.5,55.8,F,Raw,137.5
190.51,108.86,55.7,M,Single-ply,179.17
195.0,130.0,72.98,M,Raw,237.5
315.0,218.0,97.6,M,Single-ply,300.0
86.18,61.23,63.5,M,Single-ply,99.79
60.0,45.0,55.2,F,Raw,92.5
142.5,97.5,66.2,F,Raw,165.0
217.72,149.69,84.91,M,Wraps,254.01
74.84,49.9,67.13,F,Wraps,106.59
176.9,102.06,97.84,M,Single-ply,172.37
97.5,60.0,51.7,F,Raw,132.5
100.0,52.5,80.9,F,Raw,110.0
317.51,233.6,110.0,M,Wraps,319.78
289.96,197.43,110.0,M,Single-ply,262.4
92.5,62.5,50.9,F,Raw,127.5
165.0,95.0,81.2,M,Raw,245.0
244.94,170.1,99.34,M,Wraps,283.5
102.06,92.99,67.5,M,Single-ply,129.27
150.0,67.5,82.5,F,Raw,175.0
258.55,158.76,109.13,M,Raw,285.76
163.29,92.99,55.25,M,Single-ply,133.81
290.0,192.5,72.76,M,Single-ply,240.0
165.0,117.5,58.33,M,Raw,167.5
290.0,177.5,110.6,M,Single-ply,260.0
260.0,135.0,104.5,M,Raw,272.5
192.5,142.5,118.2,M,Raw,240.0
129.3,70.3,75.4,F,Single-ply,152.0
158.76,83.91,77.56,M,Single-ply,147.42
205.0,130.0,87.1,M,Raw,245.0
82.5,45.0,65.4,F,Raw,112.5
90.0,55.0,67.5,F,Single-ply,135.0
85.0,52.5,56.0,F,Raw,110.0
294.84,192.78,131.5,M,Wraps,278.96
250.0,155.0,89.7,M,Raw,285.0
192.78,149.69,89.09,M,Raw,249.48
190.0,145.0,95.4,M,Wraps,217.5
205.0,127.5,90.0,M,Single-ply,250.0
112.5,55.0,59.7,F,Raw,140.0
233.6,149.69,94.62,M,Single-ply,199.58
95.0,60.0,59.0,M,Raw,115.0
137.5,87.5,82.1,M,Wraps,165.0
142.9,65.8,59.1,M,Single-ply,156.5
317.5,205.0,92.5,M,Single-ply,300.0
195.0,130.0,81.2,M,Raw,230.0
135.0,80.0,81.6,F,Single-ply,115.0
195.04,138.35,74.48,M,Single-ply,199.58
181.44,99.79,97.07,M,Single-ply,158.76
227.5,142.5,92.0,M,Raw,232.5
244.94,138.35,107.5,M,Single-ply,247.21
230.0,147.5,97.5,M,Raw,222.5
200.0,125.0,93.0,M,Single-ply,200.0
102.5,60.0,54.9,F,Single-ply,115.0
122.5,70.0,92.8,F,Raw,140.0
149.69,92.99,105.01,M,Single-ply,156.49
152.5,90.0,69.4,M,Raw,190.0
195.0,122.5,82.2,M,Raw,237.5
280.0,200.0,67.24,M,Single-ply,247.5
192.5,160.0,91.1,M,Raw,240.0
205.0,102.5,122.2,M,Single-ply,210.0
229.06,124.74,98.07,M,Single-ply,260.82
120.0,102.5,90.08,M,Wraps,150.0
232.5,130.0,89.6,M,Single-ply,250.0
215.0,155.0,106.0,M,Wraps,252.5
230.0,105.0,,F,Single-ply,195.0
97.5,60.0,50.3,F,Raw,127.5
57.5,25.0,43.36,F,Wraps,55.0
342.5,215.0,99.6,M,Wraps,350.0
83.9,52.2,41.9,F,Single-ply,99.8
136.08,102.06,61.6,M,Single-ply,142.88
95.0,47.5,107.8,F,Raw,110.0
133.81,86.18,78.93,M,Single-ply,176.9
165.0,97.5,81.5,M,Raw,170.0
170.0,130.0,88.8,M,Raw,215.0
200.0,145.0,105.5,M,Raw,220.0
310.0,192.5,106.05,M,Multi-ply,262.5
172.5,92.5,79.79,M,Raw,192.5
362.87,188.24,99.06,M,Multi-ply,308.44
100.0,62.5,53.8,F,Raw,137.5
367.5,250.0,107.68,M,Single-ply,295.0
97.5,47.5,61.7,F,Raw,110.0
56.7,45.36,66.68,F,Wraps,102.06
181.44,106.59,109.32,M,Single-ply,215.46
158.76,102.06,75.66,M,Single-ply,176.9
82.5,62.5,59.9,F,Raw,102.5
140.0,80.0,67.5,F,Raw,185.0
340.0,205.0,124.2,M,Wraps,315.0
170.0,107.5,80.38,M,Raw,230.0
162.5,115.0,73.9,M,Wraps,192.5
200.0,115.0,89.6,M,Raw,275.0
158.76,102.06,99.25,M,Single-ply,183.7
177.5,142.5,81.0,M,Raw,202.5
240.0,155.0,88.5,M,Single-ply,277.5
170.0,95.0,110.0,M,Wraps,200.0
305.0,215.0,125.5,M,Raw,300.0
226.8,170.1,109.32,M,Raw,260.82
162.5,115.0,69.31,M,Wraps,167.5
127.5,60.0,73.5,F,Raw,165.0
132.5,80.0,62.1,F,Single-ply,135.0
104.33,68.04,72.12,M,Single-ply,147.42
187.5,105.0,55.8,F,Single-ply,172.5
215.46,133.81,81.19,M,Single-ply,229.06
190.0,132.5,65.31,M,Raw,220.0
110.0,55.0,72.2,F,Wraps,145.0
174.63,92.99,110.86,M,Single-ply,154.22
230.0,230.0,105.8,M,Multi-ply,240.0
225.0,165.0,129.6,M,Wraps,220.0
210.92,138.35,81.56,M,Wraps,256.28
105.0,50.0,74.2,F,Wraps,150.0
245.0,177.5,99.9,M,Single-ply,262.5
324.32,235.87,107.05,M,Single-ply,317.51
152.5,100.0,61.5,M,Raw,190.0
260.0,125.0,106.4,M,Single-ply,257.5
240.0,140.0,91.6,M,Single-ply,270.0
156.49,106.59,65.86,M,Single-ply,188.24
185.97,124.74,72.12,M,Single-ply,183.7
177.5,117.5,85.5,M,Raw,205.0
250.0,182.5,167.1,M,Raw,217.5
125.0,106.0,78.38,F,Raw,165.0
180.0,112.5,86.8,M,Raw,212.5
177.5,120.0,84.35,M,Raw,200.0
200.0,132.5,91.4,M,Single-ply,237.5
215.0,150.0,99.1,M,Raw,272.5
107.5,75.0,79.8,F,Raw,132.5
95.0,97.5,80.38,M,Raw,165.0
245.0,157.5,98.0,M,Single-ply,192.5
242.5,137.5,92.6,M,Raw,297.5
82.5,47.5,55.9,F,Raw,90.0
205.7,129.3,82.1,M,Single-ply,205.7
97.5,65.0,71.12,F,Raw,140.0
210.0,112.5,80.2,F,Wraps,205.0
182.5,137.5,76.7,M,Single-ply,220.0
160.0,115.0,81.4,M,Raw,170.0
260.0,180.0,101.4,M,Single-ply,230.0
120.0,70.0,67.0,F,Single-ply,120.0
215.46,131.54,119.2,M,Single-ply,213.19
312.5,180.0,103.96,M,Raw,305.0
157.5,115.0,84.7,M,Raw,187.5
185.0,95.0,81.4,M,Raw,200.0
187.5,127.5,100.7,M,Raw,200.0
137.5,77.5,61.99,F,Raw,182.5
137.5,145.0,70.6,M,Single-ply,157.5
222.5,160.0,91.9,M,Raw,260.0
160.0,115.0,81.2,M,Raw,205.0
180.0,125.0,102.35,M,Single-ply,210.0
170.0,132.5,109.1,M,Raw,205.0
200.0,117.5,82.5,M,Single-ply,207.5
90.0,57.5,87.5,F,Raw,112.5
105.0,60.0,92.9,F,Raw,140.0
117.5,47.5,80.8,F,Single-ply,137.5
170.0,100.0,74.49,M,Raw,190.0
232.5,192.5,91.44,M,Raw,260.0
160.0,105.0,58.7,M,Raw,185.0
131.5,65.8,51.12,F,Single-ply,131.5
317.5,232.5,73.33,M,Single-ply,270.0
237.5,195.0,99.2,M,Single-ply,275.0
197.5,95.0,81.53,M,Raw,237.5
215.0,160.0,72.2,M,Raw,260.0
80.0,47.5,52.0,F,Single-ply,115.0
265.0,152.5,103.47,M,Raw,295.0
75.98,47.63,54.98,F,Raw,97.52
147.42,106.59,88.99,M,Wraps,222.26
127.01,72.57,68.49,M,Single-ply,127.01
240.0,165.0,86.5,M,Single-ply,200.0
135.0,62.5,57.9,F,Raw,150.0
199.58,99.79,119.75,M,Single-ply,149.69
100.0,67.5,65.95,F,Raw,137.5
